CGPA,DSA_Score,Aptitude_Score,Communication,Attendance,Internship_Count,Project_Count,Hackathons,Certifications,Backlogs,Placed
7.443752583889521,24.380931105762507,69.04483921590175,0.3095579091934353,83.12437707121182,0,2,3,2,6,0
6.810531130891189,46.815779331672076,81.14553571674722,3.879867599468695,83.94406294350274,1,3,1,0,6,0
8.253338026250708,84.22827588784091,62.56439285986027,1.6002493646319405,70.89600099479557,3,0,3,2,2,1
6.127722372934189,20.37056184036823,34.209963982054965,0.23352096328185912,49.68176806332302,1,3,0,3,4,0
6.814650918408482,46.679933735291534,69.36077711145369,7.562136139501768,45.01326025064139,0,2,2,3,0,1
7.148628294821613,51.85349548727547,97.03376991537661,4.585230088818907,41.14773798623722,2,2,3,0,9,0
7.552314928976662,62.99164823503383,42.271205965036174,2.8924477197265452,49.944890617913245,2,0,1,3,9,0
9.033291826268561,93.58844931302085,78.3003423574466,9.000831830164808,93.45133209898881,1,3,3,1,9,1
6.3985320197126185,47.707679549276904,44.06535820613395,1.161389602005256,54.4922105021009,0,3,3,0,10,0
7.814054972861252,47.75625615169822,67.50793791311568,9.559188289553193,61.25627963303294,2,0,3,0,0,0
8.16586555987919,79.00009984877987,36.767351475270374,3.139667173773528,46.32072906887999,1,3,2,1,4,0
5.70902685723999,56.17743527118457,61.52596553807296,8.884036723086812,53.34167828489022,1,5,0,3,9,0
8.233951833556473,37.96838583519856,82.93143302266722,6.029428764794615,71.15347424681231,0,0,1,3,8,0
6.267358556592812,56.195161290615474,54.330006696728745,8.267073597414875,76.46516098573915,3,1,2,3,0,1
5.792732168433758,31.26856163038399,76.54382071410527,9.840131632104644,54.72113884997266,1,2,1,0,0,0
9.769984917639999,34.110958920497865,85.68149725528104,2.8840543781874572,43.46392955350703,3,1,1,0,3,0
9.845344148835517,59.869421819158376,94.90244736356169,9.61135485407593,63.46197214764392,3,5,1,3,3,1
9.137788066524076,53.514035960363834,46.42494572988175,3.8948189490242036,54.05220225558005,2,5,2,2,1,1
6.870761961280168,93.187672085448,57.95211410665157,3.8551190473692234,53.17323539378812,3,4,0,3,8,1
5.9395245130287275,48.99151192933065,40.66912093312922,3.403871042545057,97.59176816280731,0,4,1,1,8,0
8.579048619304706,66.44706802224349,99.47384515108627,5.414076073475852,76.97802915554345,2,4,0,0,1,1
7.480686221828206,70.58114303356243,94.89006775470067,1.541450431784871,73.41270659032575,2,0,0,1,8,0
6.049172056801504,21.04755652706669,67.79699911963917,5.537114853580112,64.94650621139931,2,3,3,1,5,0
7.728296095500716,73.08298976133685,88.94233060634949,5.41704812410004,65.73666000580866,1,5,2,0,7,0
5.654748345018483,34.24287734958011,66.46705840904295,7.6190181260487,72.45430023028484,1,1,2,2,9,0
9.59194180935452,96.88562539755641,73.65099816019318,8.336499619375855,81.78578842216643,3,1,3,3,3,1
6.664509917200077,31.893018220249036,36.238710248121166,4.404413503124241,82.12876577090977,2,1,3,1,1,0
8.481350279592919,53.1699298981619,82.86892943477656,3.0233324935149373,50.30163446232697,2,1,0,0,1,0
6.902699842402349,26.82797344629151,38.939943854466435,2.5933489731709445,70.00676512459762,0,4,1,1,8,0
7.840306095300148,99.74994014767579,87.824734117677,1.9462383670487193,64.71748570204612,3,1,2,3,0,1
7.960196257044759,60.175600826499405,84.741966136927,0.5764758219902488,92.23161797616305,0,3,1,2,6,0
6.331845049864872,67.6308013856035,79.61212884200836,3.424479788347133,77.88513527310258,3,4,1,2,10,0
9.863130824940512,25.3661181910742,32.53122663673335,2.7024769213078326,71.95024398495892,3,1,3,2,2,1
8.988097705125016,79.99683763193423,51.218984916173,9.664173858664073,46.923678530735046,1,0,1,0,2,1
9.727745237038851,36.792447447646865,48.417879893759,5.577088262500439,76.3382733594047,1,2,0,0,1,0
9.52672307692442,91.84434315525709,55.20954852300633,3.4727703903050755,47.03223434081401,0,2,3,2,9,0
8.190549904649883,36.41117123856057,36.1349922734687,5.80467600993696,60.232394533945126,3,2,1,3,5,1
9.648434057604025,35.255017653093326,95.5870476121744,1.391967013456955,48.57051788885991,2,4,3,3,9,0
5.898216259233638,22.923973427847592,68.76615684986635,4.4404374920220295,81.52441882146213,1,1,0,0,1,0
6.381922880886154,57.765355608799936,51.38670174606165,6.262343214210638,52.37512683016916,2,5,0,2,9,0
5.703522800097422,65.18729066100931,57.788706195199836,4.888978317924514,63.51156239128156,0,5,1,3,3,0
6.963986488434689,25.25669115426819,61.30417783533849,4.017788006543243,93.74048665712672,1,5,3,3,9,0
7.249047803602669,82.04220933560084,72.04160333524321,9.938483888996982,52.25898300393822,1,4,1,3,8,1
6.721070642982531,56.26310677984221,66.09755993875484,8.80314762148927,70.46830383752675,3,3,1,0,8,0
9.229318791183683,61.951221546206405,94.35743812500921,6.234059581594401,65.15629966996133,0,0,3,2,5,0
7.105389970121152,55.26101975505825,64.78744380340811,5.693773611822827,41.08744246274378,3,0,1,1,3,0
6.764205293593213,52.06104487002608,99.45106103763189,6.2066047982458405,87.56548681436877,1,2,0,2,6,0
7.942132374212118,64.77122650465743,89.59974704215671,2.0131210782243327,44.142754378875985,0,2,3,2,0,0
6.134159012386432,32.419219674457,44.59573600501351,3.951377432643186,68.45530125861721,1,5,3,0,3,0
9.109886413393179,34.55425043962169,95.14166502507413,0.3945953289089932,73.640697696337,0,5,3,3,4,0
5.835477896558968,88.94284968108138,38.14564785198333,4.7554603748682664,77.70558739687522,1,2,3,3,7,1
9.940991214702327,95.68923697069062,87.22147959438341,5.4302458395766315,81.31789775847253,2,1,1,0,1,1
8.975101461834958,49.864745302380236,56.6436305433606,2.277497361032096,55.196343011362906,2,3,1,0,4,0
6.394220566903776,41.6595738514843,91.45820243115486,9.640288471655138,40.59872659950696,3,3,0,0,5,0
5.524849527056211,71.51996345912126,90.76396830752152,9.09454610937242,83.40661974129472,2,3,2,0,4,1
9.169576428046753,52.698733687847714,86.41477800823348,7.221432354559059,72.13939596085471,1,3,2,0,8,0
8.680858047314278,22.03090845282759,85.3021305414943,5.333866287653626,90.16706219243493,1,2,0,1,9,0
8.780532256184443,32.49220778929523,51.32753973686285,8.69969159647685,89.28330177404166,2,0,2,2,0,1
8.970716560086757,77.2777783077918,35.66434981358765,1.3065234382346291,90.59957006727299,3,2,0,2,2,1
5.833200932803407,72.71391535281211,58.208612513561306,7.90509794274885,69.10567959877241,2,3,1,2,1,1
7.113095778449226,22.16767940027868,42.146716049055605,1.248208139668483,60.017703750211936,0,2,3,3,2,0
6.021410767863084,37.75777295463595,78.64657622317232,7.942106625494054,87.4934921554822,0,3,3,1,9,0
9.383965416440171,38.48598372704571,54.22698085764499,2.7576756825135695,67.07764678175529,0,4,1,2,8,0
8.304841570724012,73.75141948789827,98.29271406019404,8.770905810181889,51.006531784206075,2,5,3,3,8,1
6.989041111836921,21.57684302034913,74.86804541417324,9.440420938253979,91.29844117368846,2,0,3,1,9,0
5.786012576287106,28.32868655876591,87.57363945440527,1.4879596940511564,92.95359260634083,2,4,2,1,1,1
6.89942044772048,83.99328682985515,39.27672709192939,4.626756050653935,67.97858536841021,0,1,1,3,2,0
6.963324949120362,34.28357296434669,90.34101375908358,9.809873781626852,44.54198363858725,3,2,2,1,3,0
8.783227802521289,72.21968862814998,94.59300333593761,4.834074359731466,63.269565395015874,1,1,2,3,8,0
8.369008621098459,39.05462248373812,64.09433431732552,8.635475225145452,88.2122595677562,2,2,3,2,2,1
9.49245734159347,27.955311420747613,72.43770564256842,5.887315221313198,94.10644171277372,3,5,3,3,6,1
7.624967163228772,39.453775279956325,83.53668606320969,3.753299079196019,52.20836454985575,1,4,1,1,2,0
6.038174106722358,77.78135454845273,42.23870390822888,2.857835555258702,44.01841672151629,1,5,3,2,6,1
8.709601542503478,88.45571744850287,65.17962535244098,2.0322309108608727,92.64102718797032,1,3,3,2,6,1
8.923532718776038,86.41758916535933,57.906411944061915,7.617981913776973,63.364296338732515,3,5,1,0,8,1
8.025747389062733,51.77468236947639,40.246179451357435,3.8654050682302787,72.5056578560538,3,5,3,0,1,1
8.969352309795525,73.44681092565169,55.727409560407196,5.112754622007511,98.08394872304554,0,3,2,1,5,1
7.722080183639759,36.39874363326568,34.77206165698455,4.9232548000118195,43.99388367485337,3,2,1,3,8,0
7.8522977322189735,43.45181842088106,31.80683348646409,5.772790292331313,78.89908044712573,3,3,3,3,1,1
7.423934582613473,91.70686548168958,39.461640240837596,8.655771456245523,44.446325354492025,3,4,0,1,1,1
5.614386070348428,21.04015388085888,97.41805781124216,9.807393435834294,62.52813570799002,1,5,1,2,4,0
5.98551142146987,26.840682468357446,68.46706751265118,4.075842085738169,88.22887271160681,2,3,1,1,9,0
5.641431335590304,36.630900411682184,97.6075512807254,8.27518922106303,66.00833396533807,0,5,0,1,9,0
8.363846850687011,22.122576309905575,60.27485148310924,7.645277946547177,99.83094123417703,2,4,3,2,9,1
6.91460191484347,34.51483480718379,51.82712931596817,5.735289514555733,73.54355709679612,2,1,3,3,7,0
7.788568110241163,66.64332487757537,65.42993039881708,9.56047143611933,59.269729158157205,3,4,1,1,10,0
9.584049132667419,53.713964047399834,60.76581820430371,2.004745155284028,53.20667955428519,0,0,1,3,8,0
6.6218150311699375,91.41373688615799,37.39652789832208,1.0926421030962141,61.03123205716971,2,0,3,1,1,1
7.346723153660333,85.39548493907527,74.85784202831444,8.539619669554222,62.35199642557305,2,0,3,2,4,1
8.899980123443719,47.34538813583008,45.12267277567197,4.391498166337483,44.12282066343766,0,5,2,2,6,0
6.529591744712301,40.7538746745034,73.37115684284808,8.469688542070605,62.174451965606394,3,2,1,0,5,0
5.846409594229568,50.375392653381354,75.51407646787074,8.930902051954149,67.85431118435349,2,2,1,2,5,0
6.803881538111956,67.22359540118461,40.64173971900537,0.6245759361907144,83.36426513432828,1,2,0,0,6,0
6.22549579264302,41.4450912658301,34.29447389774677,8.834647629860607,79.40376908329648,2,5,2,1,2,1
9.68363943554158,69.93191262793073,84.65331102479078,4.483190553694222,82.52593931374926,1,4,3,3,2,1
9.136541708039877,52.752932175299236,62.18602966385241,5.104324890042323,40.50182091261143,3,2,2,2,9,0
8.350316904296905,64.16377446815842,34.0714656853833,6.265925110932102,53.06004397483216,2,1,3,2,8,0
9.42157265584473,54.890122330825335,99.6406422018837,9.263826067300867,79.70105730399139,0,0,3,2,7,0
9.116524346046015,43.55726076335341,34.044639269745666,0.1911609442976403,69.03936209078483,0,4,2,1,4,0
6.339565264987161,95.87626455697253,78.65246602009873,4.768434683178171,40.318808540100754,2,0,1,0,5,0
9.5165154932049,81.08846353278086,98.85752476843895,6.877220424305607,88.26967854590934,3,2,3,1,10,1
7.927040088620428,31.209054061316202,46.742607295114794,7.227069576982284,86.36857439742025,3,4,2,3,9,1
9.133480698238282,89.47743807183302,39.95745580810373,6.92532431537108,72.90514977961377,0,3,0,1,0,1
9.532410849655719,58.99449585996109,38.496945759570025,1.3443512940812186,43.987799546576326,2,1,2,3,9,0
6.931015637373387,91.56417815152732,51.22926032973169,2.9939558837168123,85.99090297195508,3,2,0,2,0,1
5.995233660374545,83.98842047578522,37.073206770745266,3.587155254170135,75.02281526388184,0,2,3,3,3,1
6.525708231438737,54.017080357538674,78.45129391858924,8.04437207679505,86.91759862947755,1,1,2,3,1,1
7.421985048818153,21.797544665609394,34.36042586910439,2.7875987241455302,85.10481954375042,2,1,2,0,10,0
9.181066446651219,41.494188750795686,65.65954897048528,2.1070496386720317,88.18012431747023,1,3,0,3,6,0
9.373287624653546,63.330737172869355,99.76877976970837,9.574480190380962,71.08048398427749,1,2,2,3,1,1
5.531284587390358,70.67825758609177,86.97791886542132,0.088632851134689,48.4194710916109,3,5,2,1,9,0
7.7983628615990455,40.631014834656185,73.06536067617077,9.978208556819782,80.26944840278132,3,2,3,2,1,1
7.378349514169505,31.14848592582593,51.43775345506282,6.768212988573956,77.22842710311824,3,0,2,1,4,0
6.499485147118286,86.79441894394392,73.6727085404147,8.28469299449117,84.53519123194523,2,4,1,1,3,1
6.039394153001573,98.75217445628417,66.89290247381561,2.9461939634619316,50.19286036304412,1,4,0,2,7,0
7.019268271316326,62.055214584214866,59.82583687232601,0.14315277667059978,51.69851199401735,2,0,2,2,3,0
9.743093667606336,33.73434286786428,39.14972637181396,7.3786951856153005,93.42457103315971,3,4,0,3,5,1
6.954413194093398,41.784586121549516,92.06229506683266,8.341445970006758,84.99866790712426,1,1,0,3,4,0
7.8345577978451475,21.471254123797337,61.484925417492576,7.404761319535192,94.49370932201938,2,4,0,0,10,0
8.6635853150283,93.14390452483993,43.62357582745356,1.428502873008386,85.52291926983524,2,4,2,1,1,1
7.136333210706823,29.42008663121129,55.74315456141027,7.53427922256969,75.82931835941811,0,0,2,2,10,0
9.873019372244322,66.12131804114028,58.989082677024896,7.689227821076409,79.24796422167242,2,3,0,3,7,1
9.831012827239501,41.92441765497648,87.9276526896812,6.585405156700549,93.3476754364006,3,4,1,2,1,1
6.633020331214139,64.33424020126347,81.35300663929814,7.661159327955862,74.72840527071642,2,5,0,3,8,0
7.737618276515734,72.11363106814915,83.85134255489379,8.459214396777321,77.94347945970324,1,4,1,0,8,1
6.853952394175463,86.37934429657614,30.772188510005304,6.136041142374584,49.38860296021603,2,3,0,0,2,1
6.781782224698604,36.513701740848255,59.130779872583304,0.8860471396967906,68.43527320696616,0,0,3,2,3,0
5.665991263095398,20.879666292678436,63.69409061447266,4.876278096672109,82.98382671748594,1,3,0,0,7,0
8.243039502909536,30.950850405504582,31.343459377613968,0.7764933467160506,56.25656189898193,1,0,0,2,8,0
7.762055604529877,92.0014913478484,48.186924612152396,4.075430310324308,52.13525083147209,0,1,2,3,2,1
5.731654380624952,89.91120620500122,83.22028761854945,4.071064891256277,58.82960849346493,3,0,1,1,4,0
6.753909089064751,67.79304817362467,39.597679401029936,0.6600984414024158,54.49003767957001,1,1,3,0,10,0
9.58719648684994,68.04134883469227,67.47170920168142,3.488205339694793,52.894758222183754,3,1,1,3,7,0
6.578028508001376,73.20293396370045,45.06413104120662,1.1099809879131484,65.49105057208521,1,0,3,1,2,0
6.152026924410504,34.02970228987597,30.84845422507253,8.082352100092221,94.47031083301204,1,5,0,1,6,0
7.702537421249033,93.15295567399679,46.8841020319679,9.476880259644707,70.4235788043231,3,2,2,1,10,1
9.935427043497704,53.50164199136585,98.31116284370377,0.7231647525793861,51.275222848919384,1,0,2,3,7,0
6.589248721801752,50.65108225995979,86.10759783180927,9.551152072917015,44.61830016285244,3,4,1,3,9,0
8.524609963326453,61.513416422627,97.17036510247233,5.225765993367451,81.76936870827552,0,5,2,2,10,1
8.927288268979229,23.757277342004404,64.14978307484537,2.9956567795387388,62.967925866183265,3,5,1,1,2,1
6.569368947965799,33.30266950048635,37.68153390742525,0.7686207527616351,89.30985679512156,0,4,1,1,1,0
8.776973568753368,79.04268931410964,68.35716422815851,5.006242680704178,79.5706461184462,1,2,3,1,9,1
7.155024097236639,26.623893434010117,61.80641341919726,7.945155444907487,87.77448703248211,3,5,1,2,6,1
8.345376237671108,68.25216875731105,89.10499579177312,7.070864772666981,56.316762365106925,1,1,3,1,8,0
8.350883698424026,39.627928774505676,36.86578065489712,0.5022601146397376,81.54153534766348,3,2,2,3,0,1
7.910986078336413,51.143649123358124,64.17687959152448,0.7290183536790351,55.84371908162313,0,4,1,1,2,0
5.906303965244837,43.09549894165599,40.5034065285789,4.028732826326371,96.3441087670175,0,2,1,0,4,0
9.25886123015157,48.45381731719593,52.7273148823042,2.9529049404794327,78.18245689200246,3,0,0,3,2,1
6.943510292372811,77.52367241473964,81.61499541714598,2.3238432305604784,59.470708010520525,0,2,1,2,0,0
6.339333296799344,43.769737249854,63.32126905581366,2.810044989087136,56.17071173753636,1,1,1,1,6,0
5.683488136996438,65.31237122375177,56.31217996020385,8.034827432968846,51.45559510429861,1,0,0,0,6,0
8.159018244347088,58.08403217592797,57.61333949990247,9.29228053631854,81.67845753362366,2,3,0,2,9,1
8.54903962829027,73.09369322901185,62.16127378841907,4.051026945275664,53.12293677987564,0,4,2,2,7,0
5.574645230175353,94.94637914598064,84.95115806859398,9.061110021324971,75.71819595564935,1,4,1,3,4,1
7.8044187623467645,78.60576777682002,92.4459282258164,3.21495701247882,55.878101615521445,3,2,2,2,9,0
6.519230988390721,37.19523028726054,96.87342805527499,4.764369863437916,79.71813668763212,0,5,2,2,4,0
8.403277556842525,22.494650804902776,85.08323703787066,2.260289978159997,88.89638371243235,1,0,0,2,4,0
6.2846489305224615,40.98112354398601,52.07848270236089,6.404760421758439,86.68151458867919,0,3,3,2,0,1
8.609219821461096,67.60623445602039,78.16942942605795,9.78981115174809,85.6510798558469,3,0,2,1,9,1
7.240309058352418,24.114065078740026,60.63221868387743,6.034930960433787,51.263344341535124,1,4,3,1,4,0
9.715284949315304,59.70929977609891,47.82694354322358,3.5781408411354887,45.30309681907112,2,0,1,1,5,0
6.11884424865697,67.74742791335115,88.86101055981459,6.478174459905284,81.93692970924315,2,3,0,1,0,1
7.034798579726163,46.73951126535687,32.68984442736275,1.2292067846538757,62.10083282766108,0,5,1,0,10,0
6.010630845582651,81.67297629966575,93.12333944947964,8.886590802653986,65.94077358420084,3,2,1,1,6,0
9.661121282253532,28.527860250701742,62.30342252373139,5.030839507798364,41.86894556760346,1,1,0,2,0,0
9.448027090214413,26.0110225388647,74.60410337657963,4.49349742039642,55.574586956502955,3,0,1,1,10,0
6.6607373247182,78.25510049628826,76.15477455440478,5.858647884535192,42.02058423246784,1,1,0,1,1,0
8.469928207153806,59.63930529649588,92.65824184945754,6.2478386278940246,92.75114635607486,0,4,3,3,1,1
9.17749990090547,75.07219171421889,74.56687775170451,0.7177580622651303,54.60380099311183,1,2,1,2,4,1
7.998403652197581,54.7861870882997,72.97535093320433,6.826172212234024,73.44023017438047,3,2,0,1,9,0
7.88342760260203,39.712162659128545,34.6656428392483,2.419316803155296,42.33875923966782,3,0,2,1,6,0
6.588335309052033,85.52818541393597,66.28856153616428,7.139526325065898,80.01084347833948,0,5,1,1,0,1
5.918962455126547,83.95327031751833,40.51183005719292,8.225347943841967,59.38164074524563,3,2,3,0,9,0
9.53747091078997,75.57571766835414,81.62036381050399,8.039585075525203,93.87515121745994,1,0,0,1,0,1
9.551881257234987,41.771610978397014,65.85553445688721,5.525009674078891,93.28709133604215,0,0,1,3,0,1
8.348956557729705,67.21845334952697,77.61594454458474,5.201698923107512,59.51743710170487,1,1,1,2,5,0
7.025634059719153,48.87791175520214,32.9171030421669,1.4287596133941172,94.05765374142808,3,2,1,2,1,1
7.0714430857569734,27.326565866130732,35.935441123206225,7.753461504031356,99.76946040992672,0,0,3,1,0,1
8.766800554916077,93.38508603697943,80.14263716438776,2.7140938044671437,89.52493984743688,1,1,0,1,5,1
9.536996169786597,30.945490473516912,35.045903519907135,4.966954228179466,90.69228086531373,3,3,2,1,1,1
9.491888909193028,96.0189883056642,34.9879709435681,2.842740929275167,54.940524166545394,3,1,2,2,5,1
9.009439956359307,55.68046183663646,30.84759326644212,1.3382836299969314,74.60214393146538,2,1,2,2,9,0
8.389142407694294,34.81063430708957,96.9550978809636,6.2955769689173655,44.03535483804207,3,0,0,0,7,0
5.87862984247772,63.35207579026865,81.62558516213048,0.5433203482290383,45.69507620930018,1,4,2,3,1,1
6.227329213425762,89.83566687011266,54.72759859514449,7.486452341262,99.93355672199743,0,4,3,0,10,0
9.543493848371856,78.5779909127649,50.75749069013587,3.1758679526111666,59.598354965554655,2,5,0,3,8,1
8.228930768468155,84.52489182891598,54.479226082209465,0.0013469300448532007,84.89103472293078,3,4,1,0,7,1
5.541386732274834,72.70266933685738,84.22574718268274,5.111291392372298,88.39990318160899,3,1,3,2,9,1
5.9566219428971445,75.3821251614282,76.29594277492902,0.46851908527603126,91.48139626043375,3,5,1,0,0,1
8.485757960986252,87.93565212522554,42.96368975072276,2.761695578208995,99.85769784412939,1,0,2,3,6,1
5.522777127307984,39.97344070873488,42.18765347338591,7.069764874557162,54.48978911541207,2,2,3,1,9,0
6.223636231378744,59.15399709145124,36.88769547993781,0.6268962162186587,42.421049611581985,1,1,0,3,5,0
7.969302052149637,37.69675534556818,76.22119037909367,8.393384923560024,64.67149107967515,2,1,3,1,5,0
8.61352838961712,99.01344063973175,83.50608635552152,0.03819922658583108,47.804840189736815,0,5,1,2,5,1
8.433825667761703,95.52474717492906,48.55324998275028,2.4682386920190225,41.34555334972331,1,0,0,3,5,0
6.5092118925725195,23.154144909480472,31.466147272163898,7.409040561520714,61.625609628489165,1,3,3,0,9,0
8.704806496063911,76.44601380125508,35.75201672334991,3.162701497293068,87.02429506451418,0,1,3,3,6,1
6.567620893735601,94.01986539325327,97.75020243915213,1.0189238806601353,73.97084147350425,2,3,3,1,2,1
6.964298641716705,34.44602761018668,50.68113442341942,3.6023391880042785,58.76667935262124,3,3,3,2,5,0
8.859211323031108,65.43561844421035,83.84562034866934,2.7039328638452553,79.26052032956318,0,4,0,0,2,1
8.423348045712466,93.23906380704335,73.72644981979846,8.427119021605549,53.92109081852864,3,0,1,3,6,1
9.3215053472238,22.715678286863906,56.73577477570271,3.1334791758514315,40.862886764325104,3,3,3,1,6,0
8.459258015351544,75.7936213797472,44.398108353688855,7.889324717760072,85.86120318618563,0,0,0,0,7,0
8.057388715009623,43.78792058980406,38.497049271158446,8.918721448107348,77.42458509184056,2,4,1,2,1,1
5.921536455226416,93.95169563012243,73.05090776272067,4.338174195765295,85.7381574700576,3,0,3,0,8,0
7.154721113767451,97.68465961322943,84.22436464464516,9.09943143854392,42.336281001259934,0,1,1,2,4,0
6.6934106545677645,95.54131912907471,75.07329774787914,3.7731805396319285,90.22717766983914,1,3,1,0,8,0
6.5979533952058755,57.9371373325971,67.12114932744109,9.640784164901081,77.17157200217821,1,0,0,3,9,0
9.878547496386005,88.96341207914507,32.93658564021454,0.8928952452557293,73.80372104275841,1,2,1,1,4,0
7.268939761000421,87.56395188280563,97.79421443160686,6.870192665032428,77.47684288687189,0,0,0,3,6,0
9.51420949829701,45.528037859460454,85.90999341582022,4.938140404569287,91.86599481210185,1,3,3,3,10,0
8.340123816987683,86.3132379320542,50.497542569067534,3.8764880545564706,75.21619039353442,3,4,1,2,8,1
9.076650865937417,22.96061077723941,98.59792305511955,6.327118787486009,74.85702279329075,1,4,1,2,3,0
7.7618669189733644,67.70159027856424,72.13171127454254,7.038570916343312,99.44074942394595,1,3,2,2,1,1
8.096067480818617,38.40070698301624,70.76958607450726,0.04363269650309087,85.40381002411408,3,1,3,3,8,1
7.716329622184888,29.645350862182305,82.36512256006725,1.6695308874719872,66.53762832706812,1,1,3,0,1,0
6.3785934450912,26.156256130336732,86.82388516630962,7.130460506343187,82.44382000197567,3,4,2,0,2,1
8.751034518676775,75.70310207025118,75.9535025132052,6.663854135782064,63.353828301507306,1,4,2,3,9,1
6.7634756309838515,47.18999710144529,38.966702245634,9.660475051286772,53.73252774900994,3,3,0,3,1,1
5.609421848941542,77.98134172230093,53.67872541961489,7.61037790250783,75.81111261326556,1,1,0,1,2,1
8.404625331582256,25.22850726391539,94.96585482282349,9.50772707731338,95.69092588683708,3,4,1,2,5,1
6.29699805733172,45.223227026448825,45.723092829069635,7.02540501534807,95.74837120092776,0,1,1,2,2,0
9.732063629588115,63.15930339002698,56.051691668625935,2.9805220863944317,60.51431668632942,3,4,1,3,9,1
9.792678596511642,83.25785318711709,60.24538180609372,1.0536492225085647,71.6606479733017,1,0,1,3,7,0
9.616889755992018,45.5002002345656,60.758349278611654,7.818238633449356,52.69815391419167,1,2,0,0,10,0
7.1657141511494995,70.07131011496072,72.90577077461678,6.441492214759159,99.737866569933,2,5,3,3,5,1
5.569554774379903,90.87821985889497,96.01530864212953,0.4818601239329623,98.86707447207614,3,0,1,0,6,0
9.677433531644764,69.26905505458436,46.84848982827535,3.6005046590097836,78.97053578244683,0,5,3,3,0,1
7.426828667427914,38.6367579802907,38.50509634106427,9.567998154842861,88.2648435806484,3,4,1,1,2,1
9.849946685696512,21.952062524523043,43.82293429019561,5.0040114571020125,82.906009677022,3,2,2,1,2,1
9.836289896901638,89.60790991207439,92.08474301464886,4.327291360197046,75.5894931423681,0,2,1,0,1,1
9.33854254960312,21.701552868030973,75.20675688586442,4.57699605159294,43.20087981933386,3,4,1,2,6,0
6.825020014313136,89.97613381473596,50.01347524674121,2.0888272400516374,67.28586055315967,0,4,1,1,8,0
7.232939778708664,62.31497072217696,87.11628572780322,3.6870717086479523,80.48717813004464,0,1,0,0,3,0
9.330115021825856,95.1254158810317,90.29589974544052,3.698132559871766,80.65189683302108,3,4,2,3,4,1
6.92614902320325,83.90265886189323,89.25600370831947,0.523550201874724,62.387357105343014,3,3,1,3,2,1
6.262717360087416,99.834728842667,94.32485735476881,7.675676285179183,96.50151919948183,1,4,1,0,10,0
8.005605681062576,48.05694523613681,47.65687141213531,4.16504431903879,50.04142193420686,1,3,3,2,8,0
9.712696483723514,81.37506311449016,82.85293501223947,8.221798868164234,70.02156677293364,2,4,2,0,3,1
8.632134085037379,52.15447308873937,62.2377648091898,8.503480011198954,81.45303859304937,2,1,1,0,4,1
8.065275265402143,58.39004962431271,88.9398987023043,2.1199405469865806,81.82814835350855,3,3,3,1,0,1
5.937294221968458,70.2004370574696,80.99434740131292,6.573534821701285,78.91833740612893,0,0,3,0,10,0
8.267532520146265,89.8941691349071,84.35132125498072,4.722818041629817,56.51729280711161,2,3,0,0,1,1
9.955242325469186,98.72667753594361,75.93132863767501,8.80156737921485,49.37239412119732,3,1,3,3,8,1
6.130378068564358,81.46187310916146,42.42001386287948,2.157406791764541,78.15641960960265,2,5,1,1,1,1
7.832483435636815,53.4213425733867,68.15188432278569,6.778132003100442,75.95812696836626,0,3,0,3,4,1
9.4481788236758,53.70856018216561,98.92688176671557,6.077521222527226,50.761360617354455,3,4,0,3,7,1
